5
1,global
2,globalization
3,globalize
4,migrant
5,migrate
6,migration
7,route
8,rural
9,urban
10,urbanization
11,trade
12,tradition
13,traditional
14,cuisine
15,origin
16,original
17,originally
18,beverage
19,adopt
20,custom
21,spicy
22,porcelain
23,ivory
24,merchant
25,voyage
26,compelling
27,illustrate
28,illustration
29,poor
30,poverty
31,slum
32,agriculture
33,agricultural
34,crowded
35,loan
36,megacity
37,dormitory
38,estimate
